13;0;1,2,3,4,5;6:43
13;5;1,2,3,4,5;7:3
13;5;1,2,3,4,5;7:13
13;5;1,2,3,4,5;7:23
13;5;1,2,3,4,5;7:33
13;0;1,2,3,4,5;7:43
13;5;1,2,3,4,5;7:53
13;5;1,2,3,4,5;8:3
13;6;1,2,3,4,5;8:13
13;5;1,2,3,4,5;8:23
13;5;1,2,3,4,5;8:33
13;0;1,2,3,4,5;8:43
13;5;1,2,3,4,5;8:53
13;5;1,2,3,4,5;9:3
13;5;1,2,3,4,5;9:13
13;5;1,2,3,4,5;9:23
13;5;1,2,3,4,5;9:33
13;0;1,2,3,4,5;9:43
13;5;1,2,3,4,5;10:3
13;5;1,2,3,4,5;10:23
13;0;1,2,3,4,5;10:43
13;5;1,2,3,4,5;11:3
13;5;1,2,3,4,5;11:23
13;0;1,2,3,4,5;11:43
13;5;1,2,3,4,5;12:3
13;5;1,2,3,4,5;12:23
13;0;1,2,3,4,5;12:43
13;5;1,2,3,4,5;13:3
13;5;1,2,3,4,5;13:23
13;0;1,2,3,4,5;13:43
13;5;1,2,3,4,5;14:3
13;5;1,2,3,4,5;14:23
13;0;1,2,3,4,5;14:43
13;5;1,2,3,4,5;15:3
13;5;1,2,3,4,5;15:23
13;0;1,2,3,4,5;15:43
13;5;1,2,3,4,5;16:3
13;5;1,2,3,4,5;16:23
13;0;1,2,3,4,5;16:43
13;5;1,2,3,4,5;16:53
13;5;1,2,3,4,5;17:3
13;5;1,2,3,4,5;17:13
13;5;1,2,3,4,5;17:23
13;5;1,2,3,4,5;17:33
13;0;1,2,3,4,5;17:43
13;5;1,2,3,4,5;17:53
13;5;1,2,3,4,5;18:3
13;0;1,2,3,4,5;18:13
13;5;1,2,3,4,5;18:23
13;5;1,2,3,4,5;18:33
13;0;1,2,3,4,5;18:43
13;5;1,2,3,4,5;18:53
13;5;1,2,3,4,5;19:3
13;0;1,2,3,4,5;19:13
13;5;1,2,3,4,5;19:23
13;5;1,2,3,4,5;19:33
13;0;1,2,3,4,5;19:43
13;5;1,2,3,4,5;19:53
13;5;1,2,3,4,5;20:3
13;0;1,2,3,4,5;20:13
13;5;1,2,3,4,5;20:23
13;5;1,2,3,4,5;20:33
13;0;1,2,3,4,5;20:43
13;5;1,2,3,4,5;21:3
13;5;1,2,3,4,5;21:23
13;0;1,2,3,4,5;21:43
13;5;1,2,3,4,5;22:13
13;0;1,2,3,4,5;22:43
13;5;1,2,3,4,5;23:13
13;0;1,2,3,4,5;23:58
13;5;1,7;0:13
13;5;1,7;0:43
13;0;6,7;6:43
13;5;6,7;7:13
13;0;6,7;7:43
13;5;6,7;8:13
13;0;6,7;8:43
13;5;6,7;9:13
13;0;6,7;9:43
13;5;6,7;10:13
13;0;6,7;10:43
13;5;6,7;11:13
13;0;6,7;11:43
13;5;6,7;12:13
13;0;6,7;12:43
13;5;6,7;13:13
13;0;6,7;13:43
13;5;6,7;14:13
13;0;6,7;14:43
13;5;6,7;15:13
13;0;6,7;15:43
13;5;6,7;16:13
13;0;6,7;16:43
13;5;6,7;17:13
13;0;6,7;17:43
13;5;6,7;18:13
13;0;6,7;18:43
13;5;6,7;19:13
13;0;6,7;19:43
13;5;6,7;20:13
13;0;6,7;20:43
13;5;6,7;21:13
13;0;6,7;21:43
13;5;6,7;22:13
13;0;6,7;22:43
13;5;6,7;23:13
13;0;6,7;23:43











